web-scraper-order,web-scraper-start-url,station-name-link,station-name-link-href,coordinates-link,coordinates-link-href,coordinates
"1625382994-335","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Diggers Rest","https://en.wikipedia.org/wiki/Diggers_Rest_railway_station","37°37′37″S 144°43′12″E﻿ / ﻿37.627°S 144.720°E﻿ / -37.627; 144.720","https://geohack.toolforge.org/geohack.php?pagename=Diggers_Rest_railway_station&params=37.627_S_144.72_E_type:railwaystation_region:AU-VIC","-37.627"
"1625382152-18","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Westgarth","https://en.wikipedia.org/wiki/Westgarth_railway_station","37°46′51″S 144°59′57″E﻿ / ﻿37.7807°S 144.9993°E﻿ / -37.7807; 144.9993","https://geohack.toolforge.org/geohack.php?pagename=Westgarth_railway_station&params=37.7807_S_144.9993_E_type:railwaystation_region:AU-VIC","144.9993"
"1625382701-226","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Keon Park","https://en.wikipedia.org/wiki/Keon_Park_railway_station","37°41′41″S 145°00′42″E﻿ / ﻿37.6946°S 145.0118°E﻿ / -37.6946; 145.0118","https://geohack.toolforge.org/geohack.php?pagename=Keon_Park_railway_station&params=37.6946_S_145.0118_E_type:railwaystation_region:AU-VIC","145.0118"
"1625383118-382","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Canterbury","https://en.wikipedia.org/wiki/Canterbury_railway_station,_Melbourne","37°49′28″S 145°04′53″E﻿ / ﻿37.8245°S 145.0815°E﻿ / -37.8245; 145.0815","https://geohack.toolforge.org/geohack.php?pagename=Canterbury_railway_station,_Melbourne&params=37.8245_S_145.0815_E_type:railwaystation_region:AU-VIC","145.0815"
"1625382538-163","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Murrumbeena","https://en.wikipedia.org/wiki/Murrumbeena_railway_station","37°53′25″S 145°04′02″E﻿ / ﻿37.8903°S 145.0673°E﻿ / -37.8903; 145.0673","https://geohack.toolforge.org/geohack.php?pagename=Murrumbeena_railway_station&params=37.8903_S_145.0673_E_type:railwaystation_region:AU-VIC","-37.8903"
"1625382796-261","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Heatherdale","https://en.wikipedia.org/wiki/Heatherdale_railway_station","37°49′08″S 145°12′46″E﻿ / ﻿37.8189°S 145.2128°E﻿ / -37.8189; 145.2128","https://geohack.toolforge.org/geohack.php?pagename=Heatherdale_railway_station&params=37.8189_S_145.2128_E_type:railwaystation_region:AU-VIC","-37.8189"
"1625382915-305","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Flemington Racecourse","https://en.wikipedia.org/wiki/Flemington_Racecourse_railway_station","37°47′16″S 144°54′24″E﻿ / ﻿37.7879°S 144.9068°E﻿ / -37.7879; 144.9068","https://geohack.toolforge.org/geohack.php?pagename=Flemington_Racecourse_railway_station&params=37.7879_S_144.9068_E_type:railwaystation_region:AU-VIC","-37.7879"
"1625382686-220","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Lalor","https://en.wikipedia.org/wiki/Lalor_railway_station","37°39′57″S 145°01′02″E﻿ / ﻿37.6659°S 145.0173°E﻿ / -37.6659; 145.0173","https://geohack.toolforge.org/geohack.php?pagename=Lalor_railway_station&params=37.6659_S_145.0173_E_type:railwaystation_region:AU-VIC","145.0173"
"1625382417-118","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Reservoir","https://en.wikipedia.org/wiki/Reservoir_railway_station","37°43′00″S 145°00′26″E﻿ / ﻿37.7168°S 145.0071°E﻿ / -37.7168; 145.0071","https://geohack.toolforge.org/geohack.php?pagename=Reservoir_railway_station&params=37.7168_S_145.0071_E_type:railwaystation_region:AU-VIC","145.0071"
"1625382639-201","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Melbourne Central","https://en.wikipedia.org/wiki/Melbourne_Central_railway_station","37°48′36″S 144°57′46″E﻿ / ﻿37.81000°S 144.96278°E﻿ / -37.81000; 144.96278","https://geohack.toolforge.org/geohack.php?pagename=Melbourne_Central_railway_station&params=37_48_36_S_144_57_46_E_type:railwaystation_region:AU-VIC","-37.81"
"1625382936-314","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Fawkner","https://en.wikipedia.org/wiki/Fawkner_railway_station","37°42′53″S 144°57′38″E﻿ / ﻿37.7147°S 144.9606°E﻿ / -37.7147; 144.9606","https://geohack.toolforge.org/geohack.php?pagename=Fawkner_railway_station&params=37.7147_S_144.9606_E_type:railwaystation_region:AU-VIC","144.9606"
"1625382749-243","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hurstbridge","https://en.wikipedia.org/wiki/Hurstbridge_railway_station","37°38′21″S 145°11′32″E﻿ / ﻿37.6393°S 145.1921°E﻿ / -37.6393; 145.1921","https://geohack.toolforge.org/geohack.php?pagename=Hurstbridge_railway_station&params=37.6393_S_145.1921_E_type:railwaystation_region:AU-VIC","-37.6393"
"1625383246-430","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ascot Vale","https://en.wikipedia.org/wiki/Ascot_Vale_railway_station","37°46′31″S 144°55′19″E﻿ / ﻿37.77528°S 144.92194°E﻿ / -37.77528; 144.92194","https://geohack.toolforge.org/geohack.php?pagename=Ascot_Vale_railway_station&params=37_46_31_S_144_55_19_E_region:AU-VIC_type:railwaystation","144.921944"
"1625382733-238","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Jewell","https://en.wikipedia.org/wiki/Jewell_railway_station","37°46′30″S 144°57′31″E﻿ / ﻿37.7750°S 144.9587°E﻿ / -37.7750; 144.9587","https://geohack.toolforge.org/geohack.php?pagename=Jewell_railway_station&params=37.775_S_144.9587_E_type:railwaystation_region:AU-VIC","144.9587"
"1625382380-104","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Roxburgh Park","https://en.wikipedia.org/wiki/Roxburgh_Park_railway_station","37°38′18″S 144°56′07″E﻿ / ﻿37.6382°S 144.9353°E﻿ / -37.6382; 144.9353","https://geohack.toolforge.org/geohack.php?pagename=Roxburgh_Park_railway_station&params=37.6382_S_144.9353_E_type:railwaystation_region:AU-VIC","144.9353"
"1625382812-267","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hawksburn","https://en.wikipedia.org/wiki/Hawksburn_railway_station","37°50′41″S 145°00′08″E﻿ / ﻿37.8448°S 145.0023°E﻿ / -37.8448; 145.0023","https://geohack.toolforge.org/geohack.php?pagename=Hawksburn_railway_station&params=37.8448_S_145.0023_E_type:railwaystation_region:AU-VIC","-37.8448"
"1625382899-299","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Frankston","https://en.wikipedia.org/wiki/Frankston_railway_station","38°08′35″S 145°07′34″E﻿ / ﻿38.143°S 145.126°E﻿ / -38.143; 145.126","https://geohack.toolforge.org/geohack.php?pagename=Frankston_railway_station&params=38.143_S_145.126_E_type:railwaystation_region:AU-VIC","-38.143"
"1625382354-93","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Sandringham","https://en.wikipedia.org/wiki/Sandringham_railway_station","37°57′01″S 145°00′16″E﻿ / ﻿37.9503°S 145.0044°E﻿ / -37.9503; 145.0044","https://geohack.toolforge.org/geohack.php?pagename=Sandringham_railway_station&params=37.9503_S_145.0044_E_type:railwaystation_region:AU-VIC","-37.9503"
"1625382369-100","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Rushall","https://en.wikipedia.org/wiki/Rushall_railway_station","37°47′00″S 144°59′31″E﻿ / ﻿37.7832°S 144.9920°E﻿ / -37.7832; 144.9920","https://geohack.toolforge.org/geohack.php?pagename=Rushall_railway_station&params=37.7832_S_144.992_E_type:railwaystation_region:AU-VIC","144.992"
"1625382644-204","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","McKinnon","https://en.wikipedia.org/wiki/McKinnon_railway_station","37°54′37″S 145°02′18″E﻿ / ﻿37.9104°S 145.0382°E﻿ / -37.9104; 145.0382","https://geohack.toolforge.org/geohack.php?pagename=McKinnon_railway_station&params=37.9104_S_145.0382_E_type:railwaystation_region:AU-VIC","145.0382"
"1625383053-358","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Coolaroo","https://en.wikipedia.org/wiki/Coolaroo_railway_station","37°39′36″S 144°55′34″E﻿ / ﻿37.660°S 144.926°E﻿ / -37.660; 144.926","https://geohack.toolforge.org/geohack.php?pagename=Coolaroo_railway_station&params=37.66_S_144.926_E_type:railwaystation_region:AU-VIC","144.926"
"1625382391-108","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Riversdale","https://en.wikipedia.org/wiki/Riversdale_railway_station","37°49′53″S 145°04′11″E﻿ / ﻿37.8315°S 145.0697°E﻿ / -37.8315; 145.0697","https://geohack.toolforge.org/geohack.php?pagename=Riversdale_railway_station&params=37.8315_S_145.0697_E_type:railwaystation_region:AU-VIC","145.0697"
"1625382543-165","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mount Waverley","https://en.wikipedia.org/wiki/Mount_Waverley_railway_station","37°52′31″S 145°07′42″E﻿ / ﻿37.87528°S 145.12836°E﻿ / -37.87528; 145.12836","https://geohack.toolforge.org/geohack.php?pagename=Mount_Waverley_railway_station&params=37.87528_S_145.12836_E_type:railwaystation_region:AU-VIC","-37.87528"
"1625382884-294","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ginifer","https://en.wikipedia.org/wiki/Ginifer_railway_station","37°45′29″S 144°48′36″E﻿ / ﻿37.7580°S 144.8100°E﻿ / -37.7580; 144.8100","https://geohack.toolforge.org/geohack.php?pagename=Ginifer_railway_station&params=37.758_S_144.81_E_type:railwaystation_region:AU-VIC","144.81"
"1625382215-42","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Tyabb","https://en.wikipedia.org/wiki/Tyabb_railway_station","38°15′35″S 145°11′10″E﻿ / ﻿38.2597°S 145.1862°E﻿ / -38.2597; 145.1862","https://geohack.toolforge.org/geohack.php?pagename=Tyabb_railway_station&params=38.2597_S_145.1862_E_type:railwaystation_region:AU-VIC","145.1862"
"1625383010-342","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Darling","https://en.wikipedia.org/wiki/Darling_railway_station","37°52′08″S 145°03′46″E﻿ / ﻿37.86894°S 145.06288°E﻿ / -37.86894; 145.06288","https://geohack.toolforge.org/geohack.php?pagename=Darling_railway_station&params=37.86894_S_145.06288_E_type:railwaystation_region:AU-VIC","145.06288"
"1625382343-89","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Seaholme","https://en.wikipedia.org/wiki/Seaholme_railway_station","37°52′04″S 144°50′28″E﻿ / ﻿37.8679°S 144.8411°E﻿ / -37.8679; 144.8411","https://geohack.toolforge.org/geohack.php?pagename=Seaholme_railway_station&params=37.8679_S_144.8411_E_type:railwaystation_region:AU-VIC","-37.8679"
"1625382136-12","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Williamstown","https://en.wikipedia.org/wiki/Williamstown_railway_station,_Melbourne","37°52′04″S 144°54′19″E﻿ / ﻿37.8677°S 144.9054°E﻿ / -37.8677; 144.9054","https://geohack.toolforge.org/geohack.php?pagename=Williamstown_railway_station&params=37.8677_S_144.9054_E_type:railwaystation_region:AU-VIC","144.9054"
"1625382543-166","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Mount Waverley","https://en.wikipedia.org/wiki/Mount_Waverley_railway_station","37°52′31″S 145°07′42″E﻿ / ﻿37.87528°S 145.12836°E﻿ / -37.87528; 145.12836","https://geohack.toolforge.org/geohack.php?pagename=Mount_Waverley_railway_station&params=37.87528_S_145.12836_E_type:railwaystation_region:AU-VIC","145.12836"
"1625383204-413","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Beaconsfield","https://en.wikipedia.org/wiki/Beaconsfield_railway_station,_Melbourne","38°03′03″S 145°21′58″E﻿ / ﻿38.0509°S 145.3660°E﻿ / -38.0509; 145.3660","https://geohack.toolforge.org/geohack.php?pagename=Beaconsfield_railway_station,_Melbourne&params=38.0509_S_145.366_E_type:railwaystation_region:AU-VIC","-38.0509"
"1625382833-275","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hallam","https://en.wikipedia.org/wiki/Hallam_railway_station","38°01′04″S 145°16′13″E﻿ / ﻿38.0179°S 145.2702°E﻿ / -38.0179; 145.2702","https://geohack.toolforge.org/geohack.php?pagename=Hallam_railway_station&params=38.0179_S_145.2702_E_type:railwaystation_region:AU-VIC","-38.0179"
"1625382528-160","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Newmarket","https://en.wikipedia.org/wiki/Newmarket_railway_station,_Melbourne","37°47′14″S 144°55′44″E﻿ / ﻿37.7873°S 144.9290°E﻿ / -37.7873; 144.9290","https://geohack.toolforge.org/geohack.php?pagename=Newmarket_railway_station,_Melbourne&params=37.7873_S_144.929_E_type:railwaystation_region:AU-VIC","144.929"
"1625382242-52","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Thomastown","https://en.wikipedia.org/wiki/Thomastown_railway_station,_Melbourne","37°40′49″S 145°00′51″E﻿ / ﻿37.6803°S 145.0142°E﻿ / -37.6803; 145.0142","https://geohack.toolforge.org/geohack.php?pagename=Thomastown_railway_station,_Melbourne&params=37.6803_S_145.0142_E_type:railwaystation_region:AU-VIC","145.0142"
"1625382931-312","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ferntree Gully","https://en.wikipedia.org/wiki/Ferntree_Gully_railway_station","37°52′54″S 145°17′43″E﻿ / ﻿37.88156°S 145.29516°E﻿ / -37.88156; 145.29516","https://geohack.toolforge.org/geohack.php?pagename=Ferntree_Gully_railway_station&params=37.88156_S_145.29516_E_type:railwaystation_region:AU-VIC","145.29516"
"1625382136-11","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Williamstown","https://en.wikipedia.org/wiki/Williamstown_railway_station,_Melbourne","37°52′04″S 144°54′19″E﻿ / ﻿37.8677°S 144.9054°E﻿ / -37.8677; 144.9054","https://geohack.toolforge.org/geohack.php?pagename=Williamstown_railway_station&params=37.8677_S_144.9054_E_type:railwaystation_region:AU-VIC","-37.8677"
"1625382630-198","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Merinda Park","https://en.wikipedia.org/wiki/Merinda_Park_railway_station","38°04′48″S 145°15′51″E﻿ / ﻿38.0800°S 145.2641°E﻿ / -38.0800; 145.2641","https://geohack.toolforge.org/geohack.php?pagename=Merinda_Park_railway_station&params=38.08_S_145.2641_E_type:railwaystation_region:AU-VIC","145.2641"
"1625382422-119","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Regent","https://en.wikipedia.org/wiki/Regent_railway_station","37°43′42″S 145°00′10″E﻿ / ﻿37.7284°S 145.0029°E﻿ / -37.7284; 145.0029","https://geohack.toolforge.org/geohack.php?pagename=Regent_railway_station&params=37.7284_S_145.0029_E_type:railwaystation_region:AU-VIC","-37.7284"
"1625382338-88","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Seddon","https://en.wikipedia.org/wiki/Seddon_railway_station","37°48′32″S 144°53′44″E﻿ / ﻿37.8090°S 144.8956°E﻿ / -37.8090; 144.8956","https://geohack.toolforge.org/geohack.php?pagename=Seddon_railway_station&params=37.809_S_144.8956_E_type:railwaystation_region:AU-VIC","144.8956"
"1625383069-364","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Clifton Hill","https://en.wikipedia.org/wiki/Clifton_Hill_railway_station","37°47′19″S 144°59′43″E﻿ / ﻿37.7887°S 144.9954°E﻿ / -37.7887; 144.9954","https://geohack.toolforge.org/geohack.php?pagename=Clifton_Hill_railway_station&params=37.7887_S_144.9954_E_type:railwaystation_region:AU-VIC","144.9954"
"1625382823-271","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Hartwell","https://en.wikipedia.org/wiki/Hartwell_railway_station","37°50′39″S 145°04′32″E﻿ / ﻿37.8441°S 145.0756°E﻿ / -37.8441; 145.0756","https://geohack.toolforge.org/geohack.php?pagename=Hartwell_railway_station&params=37.8441_S_145.0756_E_type:railwaystation_region:AU-VIC","-37.8441"
"1625383010-341","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Darling","https://en.wikipedia.org/wiki/Darling_railway_station","37°52′08″S 145°03′46″E﻿ / ﻿37.86894°S 145.06288°E﻿ / -37.86894; 145.06288","https://geohack.toolforge.org/geohack.php?pagename=Darling_railway_station&params=37.86894_S_145.06288_E_type:railwaystation_region:AU-VIC","-37.86894"
"1625382889-295","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Gardiner","https://en.wikipedia.org/wiki/Gardiner_railway_station","37°51′12″S 145°03′06″E﻿ / ﻿37.85329°S 145.05163°E﻿ / -37.85329; 145.05163","https://geohack.toolforge.org/geohack.php?pagename=Gardiner_railway_station&params=37.85329_S_145.05163_E_type:railwaystation_region:AU-VIC","-37.85329"
"1625382873-289","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Glen Waverley","https://en.wikipedia.org/wiki/Glen_Waverley_railway_station","37°52′46″S 145°09′45″E﻿ / ﻿37.87954°S 145.16259°E﻿ / -37.87954; 145.16259","https://geohack.toolforge.org/geohack.php?pagename=Glen_Waverley_railway_station&params=37.87954_S_145.16259_E_type:railwaystation_region:AU-VIC","-37.87954"
"1625382401-111","https://en.wikipedia.org/wiki/List_of_railway_stations_in_Melbourne","Ringwood East","https://en.wikipedia.org/wiki/Ringwood_East_railway_station","37°48′43″S 145°14′59″E﻿ / ﻿37.81195°S 145.24969°E﻿ / -37.81195; 145.24969","https://geohack.toolforge.org/geohack.php?pagename=Ringwood_East_railway_station&params=37.81195_S_145.24969_E_type:railwaystation_region:AU-VIC","-37.81195"
